marker,R1,R2,R3,R4
41,1.093261374687785,0.9662106716689618,0.9691924426005718,1.0820322762362542
41,1.1718292317490335,1.2843379891104265,1.2593505617494751,1.1304662573347841
41,1.1520418308022513,1.2466870038120272,1.196976032126162,1.0884982704641162
41,0.6164775839813973,0.6083928295773147,0.6047015479320649,0.6049988835411962
41,0.5345136223844832,0.5904755795099222,0.5889108611697685,0.5303313816942782
41,0.4986833492815676,0.5450846609270117,0.5400379450880634,0.4894603901508883
41,0.4949168593251133,0.5468254255421535,0.5421224113162617,0.49201118102530234
41,0.4989299565724178,0.5473392347933193,0.5442079588047857,0.49660079783970396
41,0.5071649080038119,0.5478568259630988,0.5439225537581144,0.5005374728573727
41,0.5034904536813223,0.48667730407002907,0.48658116173914806,0.4566057798318954
41,0.4596647437844031,0.48767313372179677,0.4901586272826375,0.45819425445416034
41,0.5061148411872558,0.4889992736259834,0.48862464429190516,0.46113850833021097
41,0.46403234365746304,0.4882491366747321,0.4874712779971858,0.46297705168374576
41,0.4640849897694756,0.48953641709679385,0.4887726787090036,0.4625690283041169
41,0.4640174013897042,0.4885235114757552,0.4888859610934063,0.46363736075831924
41,0.3509637420386924,0.43409796403544937,0.4358974965081061,0.36230075507508713
41,0.33867778599286325,0.37349381974328405,0.3721977973079401,0.343727690375911
41,0.35928317643915825,0.3824881461493611,0.3817416831454178,0.36100732666889596
41,0.3589392402460937,0.3835780603392398,0.38201481205980853,0.36149929506308937
41,0.3600484314008271,0.3836836868780464,0.3827755716912362,0.3630465175765578
41,0.3608031471972847,0.3844936705820799,0.3841906636489053,0.3634837402420901
41,0.36752891084423295,0.387725068573678,0.38689778348793186,0.36972387487796815
41,0.3705955469236048,0.38779056691704333,0.3875834468634961,0.37169170601636553
41,0.37062810790076617,0.3885110063215432,0.3874725248699855,0.37285209224016097
41,0.37137696386532754,0.38849150186350595,0.38775130697327015,0.3729660446693942
41,0.37066864305473646,0.38782451512973565,0.38702353762020414,0.3729558790598448
41,0.37200835810484645,0.3881402674621981,0.3876130608338978,0.3722136133485513
41,0.37080502531015463,0.3878691870711929,0.3872072429165044,0.3727543337713087
41,0.3711406992441207,0.38757136371073253,0.38737875605323974,0.3729080347971693
41,0.5556073112175927,0.5561076156019116,0.5566211022648503,0.5566204106268439
41,0.5514784392709847,0.550399079867414,0.5500182087143101,0.5473860161842176
41,0.5413858535669909,0.5449390618377933,0.5477417105467658,0.5392797113422014
41,0.5329119546705082,0.5400125707540963,0.5396642524487357,0.5312489321986236
41,0.522665734163373,0.5325076901352078,0.5328781890191858,0.522772883296147
41,0.5153138507833853,0.5276650716302442,0.5285396958417936,0.5141460742422543
41,0.5152761598470089,0.528030819249979,0.5283368086181991,0.51382908184858
41,0.515538353022188,0.5280276448820621,0.527281555533927,0.5137593839910718
41,0.4003127009047399,0.4247644409123601,0.42143138162641175,0.40582292511438506
41,0.47267000635842743,0.5579759493964874,0.5549346786862651,0.48329023654745057
41,0.36427082378997383,0.3879934379624425,0.3874302502028865,0.3625972382773553
41,0.3703513662013368,0.39198974550354626,0.39168148633356026,0.37045354443853284
41,0.39590274676506515,0.4045339061641259,0.403654658980324,0.3884693087742254
41,0.3960742814972127,0.40485643652621733,0.40446950858940306,0.3920708084366426
41,0.3966802022391426,0.4049687721916642,0.40450211982211687,0.3896208778847527
41,0.39617775343104206,0.4052092374025533,0.40410220162590343,0.39546631196084847
41,0.3966464415676076,0.40476434882165885,0.4035711949012268,0.39512935224956725
41,0.39669130330907515,0.4050869231806374,0.40431676584163745,0.3952258056467916
41,0.4453669552554397,0.46671556243705836,0.4616177294761102,0.44329618881670313
41,0.44485669303274145,0.45185944998163935,0.4503641240091474,0.43912673936866237
41,0.4436781004446884,0.45217769685845083,0.45074598609092853,0.4409077735706078
41,0.4557977856156819,0.4585725985633145,0.4587974721356063,0.45391857309279465
41,0.4489815719317604,0.4552046213090878,0.45515084573476633,0.4468040743714127
41,0.4486290226388469,0.45443278990206526,0.45400674254411133,0.44559969550293
41,0.44758746211900735,0.45302682828390983,0.45367004110435705,0.4442085801877739
41,0.4461096297595439,0.45364394167504607,0.45293421733328126,0.4434635365241254
41,0.44468356562804084,0.4506187652891885,0.45060501990388857,0.4407780611500642
41,0.44211237558612787,0.4504325671761134,0.45070156875402356,0.4408175149785576
41,0.442866921352605,0.45090322014225676,0.451906716402299,0.4396201928260665
41,0.4418938043584463,0.45036562635380617,0.45057544776492875,0.4399924366854059
41,0.4419615548389656,0.4502558915429501,0.4499951002530162,0.4395143354021882
41,0.4418244776076369,0.44983828911342244,0.45049642147759755,0.43908489331323863
41,0.3810042330557903,0.3864001354861158,0.3845225751337781,0.3761472771328843
41,0.3653857928088845,0.37695020967395054,0.3747907446001091,0.3608597043427565
41,0.36373189088975355,0.3760607648183423,0.3757288113646844,0.36039741316093715
41,0.3648068237117932,0.37729550265194256,0.3753197981112241,0.3602974863195168
41,0.36980575174335983,0.37959608047726867,0.37762373056007503,0.3665594784133182
41,0.37804034353591015,0.3850875049193493,0.38447573774948074,0.3740499438310487
41,0.38042394633296045,0.3861475084624768,0.38442192460054253,0.3743641254986144
41,0.3810116335904802,0.386276680950445,0.3860167781025566,0.3761471123919408
41,0.3812434865487833,0.38780528426376076,0.38707622735203545,0.377734649310841
41,0.4159301589922921,0.4235542000265054,0.4222932962882403,0.4133010282330056
41,0.4276860812363897,0.4316163784944783,0.4279912568382535,0.42188374448083776
41,0.4303506909175395,0.43016944374255794,0.4300609937152379,0.4224521231577319
41,0.42851314334215046,0.4304160342867623,0.42987346040031377,0.42256100788069745
41,0.42730709424823354,0.42928557198718936,0.4275156619070638,0.4212364266549335
41,0.42527417024450825,0.4283272634329391,0.4265616205202994,0.4186638634886104
41,0.42066805556296005,0.42496195538602816,0.42301967676576596,0.41539847468171665
41,0.42016391687253457,0.4249533077104594,0.4235966862464567,0.41429077833807043
41,0.4203198756576937,0.4242538678713332,0.4232321996022309,0.4147807967063018
41,0.42009475823047826,0.4242383145288982,0.42342069031342405,0.41251465269112625
41,0.4180019321396417,0.42412181988414044,0.4231513744820194,0.41280534763307575
41,0.4189903764015659,0.44897688445286216,0.4501255418535282,0.42101038846197447
41,0.497690213162613,0.4945142342710375,0.4969695010305224,0.49406852789747396
41,0.47283893278141687,0.4795921857965658,0.48139347365880664,0.47150917381110247
41,0.4223812352649778,0.4497670013986997,0.4499096769090121,0.4221595843834326
41,0.41946474499159775,0.4481155745203087,0.4490938106096147,0.42254989455586
41,0.6992875229981014,0.6636721442366629,0.6550246147456418,0.6880791322848984
41,0.6963087190996934,0.6600491070449654,0.6486613490826473,0.67844473237908
41,0.7260184066340127,0.7252898967095666,0.7216288649069559,0.7177068573890384
41,0.7306256760890857,0.7193392703695313,0.7171842656675177,0.7165652013868336
41,0.6356424756741426,0.6444725606120961,0.6422847185721665,0.6250878380084114
41,0.6114334864238405,0.6214073749060148,0.6184876337322397,0.6074589835672878
41,0.6031826738220968,0.6100009265309844,0.6058864326346501,0.5986834597331543
41,0.6055684598910439,0.609236324276344,0.6033090356833154,0.598412745198503
41,0.5829359426974708,0.5822299719522298,0.5818425814755017,0.5748291308773669
41,0.5774612498579256,0.5708691943529353,0.5260505462873779,0.5199138641676833
41,0.5764190105887144,0.5711160212312404,0.5275192533801821,0.5189464178619244
41,0.570831134502835,0.5256125880464518,0.5249368235975738,0.5247141229242686
41,0.4516903699303531,0.4273356791090402,0.4270885055567513,0.4456296820999147
41,0.4802734400361425,0.4447665758155008,0.4438527714851673,0.47215136227962734
41,0.4722667881504344,0.43931738928449493,0.43985448976923985,0.4624199603103754
41,0.4707372927039663,0.4390361583456719,0.4407375823296876,0.4614987805949254
41,0.4605835421737297,0.4360740055552345,0.43302979717096396,0.4498267596043951
41,0.650764128494737,0.6320512223910482,0.6336109973401529,0.6412925250218228
41,0.6769887652294851,0.6460065222477868,0.6479568490529451,0.6610732073571529
41,0.6927234188529087,0.6553177371441541,0.6581903747820623,0.680369385877991
41,0.6669598294318938,0.6396529852893388,0.6430363561344372,0.6562190267764961
41,0.606265949472475,0.694178582133285,0.6887441715636186,0.6090517330831337
41,0.4335348749445788,0.40009916966538034,0.40215027471959425,0.42481449853045733
41,0.3720043166477402,0.36198466761353504,0.36197636456182497,0.3656138368330337
41,0.3707452462163765,0.36455049801917927,0.36515413902724647,0.36522269336857355
41,0.3736880570879991,0.36542183451981497,0.36598313076866146,0.36722503288590475
41,0.3840191238483303,0.37378924069487546,0.3732976147328793,0.37790797769081047
41,0.39142433368229296,0.3771225306509902,0.3780845209945518,0.3847339385822514
41,0.3984269574937764,0.3812436321665097,0.38206258342893923,0.38917992351117026
41,0.40134791749521226,0.38291085248010015,0.3834001656618689,0.39336353802281065
41,0.40349544294532197,0.3844346833662336,0.38436682738549016,0.3946692841062383
41,0.40528655213889886,0.38503817163747417,0.38493980911491504,0.39385454663074204
41,0.5304201563922916,0.5158858373902715,0.5141409372827506,0.5309172516643598
41,0.5505276853819356,0.5292042032350557,0.527719297080196,0.5500596924512602
41,0.5359625236721507,0.5196290884258195,0.5184251401195155,0.5349454617276138
41,0.5174537869650342,0.5081786357273049,0.5074463313180562,0.5179876442177467
41,0.5169978957103202,0.5069690418560534,0.5056936603761558,0.5178338589622198
41,0.5166580820347473,0.5068502999968441,0.5063682717817612,0.5169442651591235
41,0.5145581797892925,0.5060459859524651,0.5059180463212071,0.51515494659525
41,0.5098998823065973,0.5041832435899483,0.503768911601009,0.5115373254498654
41,0.5112424189888145,0.5036949059639751,0.5028733233673288,0.5108096911475579
41,0.3856807617022585,0.35234592544196686,0.35366593792826856,0.3838639504086156
41,0.3907531726879525,0.3562697373322708,0.35629610774188597,0.390530040399109
41,0.352180471194846,0.33185652577787056,0.3301895006818084,0.3517101962380374
41,0.343237337028283,0.3266582516666047,0.3250166062772601,0.34329187735244465
41,0.3401392816638201,0.3238115761761881,0.32250949197973006,0.34074616025483834
41,0.33465806592209685,0.321941900304592,0.3213649877223233,0.3375638553659203
41,0.33425713467112794,0.3213232753152734,0.3192900154450265,0.3352438578731475
41,0.3337292307263905,0.32174030375501167,0.3196852986760925,0.33612454595212826
41,0.4320335677432135,0.4129657225047914,0.4114832390863436,0.4305710183378468
41,0.4367831487151926,0.4154831167681926,0.4163506774532995,0.4389063979330386
41,0.4106199379297604,0.3987693126715732,0.3982567268905161,0.4124241880806289
41,0.4102121379834278,0.39906560553151893,0.39796920023964005,0.41317692746361934
41,0.4037975563190794,0.39496451966502155,0.3935842558838716,0.4074005417038629
41,0.4043556766635138,0.3956772210117329,0.39378124001538956,0.40692537566317705
41,0.4038282333556543,0.39558617805452906,0.394623826069445,0.4067210792078266
41,0.5105891941220071,0.4901141516297537,0.49100078639274153,0.5129402617536393
41,0.4957104914831878,0.48374740584724546,0.48401644816114237,0.4963314390984147
41,1.0799069166071726,1.0627961655956795,1.0724816545696785,1.1656014866292714
41,1.0513922443083485,0.9016451318938191,0.9077097645848845,1.0354899044618475
41,0.8473941035607689,0.8743087200477488,0.8804580562506558,0.8452127788350735
41,1.0456461077830888,1.1533036023896435,1.104357280956081,0.9875018932856968
41,0.638344266486935,0.6302817936717224,0.6262936055015408,0.6347786796782334
41,0.4594848477325139,0.4782759968845767,0.47533207939590527,0.45958649725469564
41,0.4502535739329624,0.4784031884731715,0.4747978776554446,0.4525262574836719
41,0.4430893830138381,0.46904793610010476,0.46801271667767697,0.44200783604743465
41,0.44418867151270774,0.4525983137932946,0.4063167808601419,0.39000454793927125
41,0.5893833903235015,0.5915903226946898,0.5480778216211292,0.5516929107719887
41,0.6461001017362032,0.5797017950772121,0.5794841447570978,0.6077433315353911
41,0.6712123595139999,0.6198135047080858,0.6221182729476364,0.6649449737168813
41,0.6681375940604569,0.6187168336348815,0.6208971419089379,0.6624659679590273
41,0.6288066871224836,0.5944300112423123,0.5979823052704271,0.6234289939015206
41,0.5910822165708048,0.5771145329236705,0.5796278191552913,0.5866314633099255
41,0.5875769328194943,0.5739665477037784,0.5767139266695157,0.5834025269091214
41,0.5848370122706438,0.5744114372641809,0.5745080235445429,0.5808779908155506
41,0.5798122175658138,0.57237992123416,0.5741279943362987,0.5754890800324735
41,0.5629612384654672,0.5927626910828624,0.5940117436298545,0.5619397257155314
41,0.6410242261510791,0.6230864033989184,0.6238884568862565,0.6353812247417382
41,0.6681911233979074,0.6401659688781789,0.6422622207465232,0.66043630358548
41,0.6466217185320952,0.6267111577448133,0.6292959358117086,0.641882016884391
